Timestamp,Class
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:19,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:20,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:21,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:22,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:23,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:24,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:25,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:26,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:27,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:28,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:29,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:30,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:31,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,car
2024-10-01 13:23:32,truck
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:33,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,truck
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:34,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:35,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:36,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:37,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,car
2024-10-01 13:23:38,truck
2024-10-01 13:23:38,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,truck
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:39,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,truck
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:40,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,truck
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,truck
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,truck
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:41,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,truck
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,truck
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:42,truck
2024-10-01 13:23:42,car
2024-10-01 13:23:42,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:43,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:44,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:45,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:46,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,car
2024-10-01 13:23:47,truck
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:48,car
2024-10-01 13:23:49,car
2024-10-01 13:23:49,car
2024-10-01 13:23:49,truck
2024-10-01 13:23:49,car
2024-10-01 13:23:49,truck
2024-10-01 13:23:49,car
2024-10-01 13:23:49,car
2024-10-01 13:23:49,car
2024-10-01 13:23:49,truck
2024-10-01 13:23:49,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,truck
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:50,car
2024-10-01 13:23:51,car
2024-10-01 13:23:51,car
2024-10-01 13:23:51,car
2024-10-01 13:23:51,car
2024-10-01 13:23:51,car
2024-10-01 13:23:51,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:52,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:53,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:54,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:55,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,car
2024-10-01 13:23:56,truck
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:57,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:58,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:23:59,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:00,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:01,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:02,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:03,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:04,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:10,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:11,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:12,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,truck
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,truck
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:13,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,truck
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,truck
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,truck
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:14,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:15,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
2024-10-01 13:24:16,car
